fpr,tpr
0.0,0.0
0.0,0.030303030303030304
0.0,0.06060606060606061
0.052941176470588235,0.06060606060606061
0.052941176470588235,0.09090909090909091
0.09411764705882353,0.09090909090909091
0.09411764705882353,0.12121212121212122
0.1411764705882353,0.12121212121212122
0.1411764705882353,0.18181818181818182
0.15294117647058825,0.18181818181818182
0.15294117647058825,0.24242424242424243
0.17647058823529413,0.24242424242424243
0.17647058823529413,0.2727272727272727
0.18235294117647058,0.2727272727272727
0.18235294117647058,0.30303030303030304
0.19411764705882353,0.30303030303030304
0.19411764705882353,0.3333333333333333
0.27058823529411763,0.3333333333333333
0.27058823529411763,0.36363636363636365
0.35294117647058826,0.36363636363636365
0.35294117647058826,0.45454545454545453
0.40588235294117647,0.45454545454545453
0.40588235294117647,0.48484848484848486
0.4823529411764706,0.48484848484848486
0.4823529411764706,0.5151515151515151
0.48823529411764705,0.5151515151515151
0.48823529411764705,0.5454545454545454
0.5235294117647059,0.5454545454545454
0.5235294117647059,0.5757575757575758
0.5647058823529412,0.5757575757575758
0.5647058823529412,0.6060606060606061
0.5705882352941176,0.6060606060606061
0.5705882352941176,0.6666666666666666
0.5764705882352941,0.6666666666666666
0.5764705882352941,0.696969696969697
0.5823529411764706,0.696969696969697
0.5823529411764706,0.7272727272727273
0.6058823529411764,0.7272727272727273
0.6058823529411764,0.7575757575757576
0.611764705882353,0.7575757575757576
0.611764705882353,0.7878787878787878
0.6411764705882353,0.7878787878787878
0.6411764705882353,0.8181818181818182
0.6882352941176471,0.8181818181818182
0.6882352941176471,0.8484848484848485
0.711764705882353,0.8484848484848485
0.711764705882353,0.8787878787878788
0.8588235294117647,0.8787878787878788
0.8588235294117647,0.9090909090909091
0.8941176470588236,0.9090909090909091
0.8941176470588236,0.9393939393939394
0.9235294117647059,0.9393939393939394
0.9235294117647059,0.9696969696969697
0.9294117647058824,0.9696969696969697
0.9294117647058824,1.0
1.0,1.0
