fpr,tpr
0.0,0.0
0.006024096385542169,0.0
0.012048192771084338,0.0
0.012048192771084338,0.05405405405405406
0.018072289156626505,0.05405405405405406
0.018072289156626505,0.13513513513513514
0.03614457831325301,0.13513513513513514
0.03614457831325301,0.16216216216216217
0.04216867469879518,0.16216216216216217
0.04216867469879518,0.1891891891891892
0.04819277108433735,0.1891891891891892
0.04819277108433735,0.21621621621621623
0.05421686746987952,0.21621621621621623
0.05421686746987952,0.24324324324324326
0.1144578313253012,0.24324324324324326
0.1144578313253012,0.2702702702702703
0.12048192771084337,0.2702702702702703
0.12048192771084337,0.2972972972972973
0.13855421686746988,0.2972972972972973
0.13855421686746988,0.32432432432432434
0.14457831325301204,0.32432432432432434
0.14457831325301204,0.35135135135135137
0.1746987951807229,0.35135135135135137
0.1746987951807229,0.3783783783783784
0.2289156626506024,0.3783783783783784
0.2289156626506024,0.40540540540540543
0.25301204819277107,0.40540540540540543
0.25301204819277107,0.43243243243243246
0.25903614457831325,0.43243243243243246
0.25903614457831325,0.4594594594594595
0.26506024096385544,0.4594594594594595
0.26506024096385544,0.4864864864864865
0.30120481927710846,0.4864864864864865
0.30120481927710846,0.5675675675675675
0.3373493975903614,0.5675675675675675
0.3373493975903614,0.6216216216216216
0.37349397590361444,0.6216216216216216
0.37349397590361444,0.6486486486486487
0.3795180722891566,0.6486486486486487
0.3795180722891566,0.6756756756756757
0.42168674698795183,0.6756756756756757
0.42168674698795183,0.7027027027027027
0.43373493975903615,0.7027027027027027
0.43373493975903615,0.7297297297297297
0.5240963855421686,0.7297297297297297
0.5240963855421686,0.7567567567567568
0.536144578313253,0.7567567567567568
0.536144578313253,0.7837837837837838
0.5481927710843374,0.7837837837837838
0.5481927710843374,0.8108108108108109
0.5542168674698795,0.8108108108108109
0.5542168674698795,0.8378378378378378
0.6265060240963856,0.8378378378378378
0.6265060240963856,0.8648648648648649
0.6626506024096386,0.8648648648648649
0.6626506024096386,0.8918918918918919
0.7771084337349398,0.8918918918918919
0.7771084337349398,0.918918918918919
0.8072289156626506,0.918918918918919
0.8072289156626506,0.9459459459459459
0.8373493975903614,0.9459459459459459
0.8373493975903614,0.972972972972973
1.0,0.972972972972973
1.0,1.0
