fpr,tpr
0.0,0.0
0.006024096385542169,0.0
0.012048192771084338,0.0
0.024096385542168676,0.0
0.024096385542168676,0.05405405405405406
0.060240963855421686,0.05405405405405406
0.060240963855421686,0.10810810810810811
0.06626506024096386,0.10810810810810811
0.06626506024096386,0.13513513513513514
0.1144578313253012,0.13513513513513514
0.1144578313253012,0.1891891891891892
0.12650602409638553,0.1891891891891892
0.12650602409638553,0.21621621621621623
0.13855421686746988,0.21621621621621623
0.1566265060240964,0.21621621621621623
0.16265060240963855,0.21621621621621623
0.16265060240963855,0.2702702702702703
0.1686746987951807,0.2702702702702703
0.1686746987951807,0.35135135135135137
0.1746987951807229,0.35135135135135137
0.1746987951807229,0.40540540540540543
0.18072289156626506,0.40540540540540543
0.18072289156626506,0.43243243243243246
0.1927710843373494,0.43243243243243246
0.1927710843373494,0.4594594594594595
0.23493975903614459,0.4594594594594595
0.23493975903614459,0.5135135135135135
0.28313253012048195,0.5135135135135135
0.28313253012048195,0.5675675675675675
0.3072289156626506,0.5675675675675675
0.3072289156626506,0.5945945945945946
0.3493975903614458,0.5945945945945946
0.3493975903614458,0.6216216216216216
0.3614457831325301,0.6216216216216216
0.3614457831325301,0.6486486486486487
0.39759036144578314,0.6486486486486487
0.39759036144578314,0.6756756756756757
0.4457831325301205,0.6756756756756757
0.4457831325301205,0.7027027027027027
0.5421686746987951,0.7027027027027027
0.5421686746987951,0.7297297297297297
0.6626506024096386,0.7297297297297297
0.6626506024096386,0.7567567567567568
0.7228915662650602,0.7567567567567568
0.7349397590361446,0.7837837837837838
0.7469879518072289,0.7837837837837838
0.7469879518072289,0.8648648648648649
0.7590361445783133,0.8648648648648649
0.7710843373493976,0.8648648648648649
0.7771084337349398,0.8648648648648649
0.7771084337349398,0.8918918918918919
0.7951807228915663,0.8918918918918919
0.7951807228915663,0.918918918918919
0.8313253012048193,0.918918918918919
0.8313253012048193,0.9459459459459459
0.8493975903614458,0.9459459459459459
0.8493975903614458,0.972972972972973
0.8975903614457831,0.972972972972973
0.8975903614457831,1.0
1.0,1.0
