fpr,tpr
0.0,0.0
0.006024096385542169,0.0
0.012048192771084338,0.0
0.012048192771084338,0.08108108108108109
0.018072289156626505,0.08108108108108109
0.018072289156626505,0.10810810810810811
0.05421686746987952,0.10810810810810811
0.05421686746987952,0.13513513513513514
0.0783132530120482,0.13513513513513514
0.0783132530120482,0.1891891891891892
0.08433734939759036,0.1891891891891892
0.08433734939759036,0.24324324324324326
0.12048192771084337,0.24324324324324326
0.12048192771084337,0.2702702702702703
0.12650602409638553,0.2702702702702703
0.12650602409638553,0.2972972972972973
0.13253012048192772,0.2972972972972973
0.13253012048192772,0.32432432432432434
0.14457831325301204,0.32432432432432434
0.14457831325301204,0.3783783783783784
0.15060240963855423,0.3783783783783784
0.15060240963855423,0.40540540540540543
0.16265060240963855,0.40540540540540543
0.16265060240963855,0.4594594594594595
0.18674698795180722,0.4594594594594595
0.18674698795180722,0.4864864864864865
0.19879518072289157,0.4864864864864865
0.20481927710843373,0.4864864864864865
0.20481927710843373,0.5135135135135135
0.22289156626506024,0.5135135135135135
0.22289156626506024,0.5405405405405406
0.23493975903614459,0.5405405405405406
0.23493975903614459,0.5675675675675675
0.2469879518072289,0.5675675675675675
0.26506024096385544,0.5675675675675675
0.26506024096385544,0.5945945945945946
0.2710843373493976,0.5945945945945946
0.2710843373493976,0.6216216216216216
0.3674698795180723,0.6216216216216216
0.3674698795180723,0.6486486486486487
0.37349397590361444,0.6486486486486487
0.37349397590361444,0.6756756756756757
0.45180722891566266,0.6756756756756757
0.463855421686747,0.7027027027027027
0.4879518072289157,0.7027027027027027
0.4879518072289157,0.7297297297297297
0.5240963855421686,0.7297297297297297
0.5240963855421686,0.7567567567567568
0.536144578313253,0.7567567567567568
0.536144578313253,0.7837837837837838
0.6506024096385542,0.7837837837837838
0.6506024096385542,0.8108108108108109
0.6566265060240963,0.8108108108108109
0.6566265060240963,0.8378378378378378
0.7289156626506024,0.8378378378378378
0.7289156626506024,0.8648648648648649
0.7530120481927711,0.8648648648648649
0.7650602409638554,0.8648648648648649
0.8313253012048193,0.8648648648648649
0.8313253012048193,0.8918918918918919
0.8554216867469879,0.8918918918918919
0.8554216867469879,0.918918918918919
0.9337349397590361,0.918918918918919
0.9337349397590361,0.9459459459459459
0.9819277108433735,0.9459459459459459
0.9819277108433735,1.0
1.0,1.0
